tokens	生活	心理学	电影	游戏	恋爱	音乐	大学	心理	情感	互联网	社会	人际交往	教育	汽车	医学	法律	爱情	文学	动漫	SNH48	人生	健身	学习	手机	健康	英雄联盟（LoL）	旅行	X 是种怎样的体验	美食	程序员	创业	高考	NBA	大学生	小说	物理学	金融	足球	婚姻	摄影	工作	编程	生活经历	恋爱心理	刀塔（DOTA 2）	男朋友	电视剧	留学	女生	篮球	明星	日本	阅读	女朋友	大学生活	中国	经济	女性	文化	职业规划	脑洞（网络用语）	投资	家庭	减肥	考研	哲学	计算机	设计	网络游戏	生活方式	数学	生物学	英语	知乎	高中	苹果公司 (Apple Inc.)	Android	科技	感情	股票	职场	体育	电子竞技	美容护肤	单机游戏	运动	父母	小米科技	军事	微信	影视评论	生活常识	同性恋	美国	iPhone	汽车选购	日本动漫	经济学	故事	心理咨询	分手	猫	ACG	科学	服饰搭配	小米手机	王者荣耀	电子商务	手机游戏	时尚	恋人相处	淘宝网	艺术	医生	流行音乐	男同性恋	个人情感咨询	产品经理	电影推荐	结婚	娱乐	宠物	职业发展	前端开发	冷知识	儿童教育	市场营销	保险	语言	腾讯	社会现象	化学	理财	中医	SNH Group	笔记本电脑	炉石传说（Hearthstone）	娱乐圈	朋友	书籍	演员	英语学习	哔哩哔哩	狗	美剧	书籍推荐	动画	建筑	社会心理学	成长	漫画	DotA	二次元	魔兽世界	烹饪	商业	社交网络	家庭教育	移动互联网	科幻	就业	人性	装修	公务员	人生规划	计算机科学	微软（Microsoft）	房地产	汽车行业	北京	Java	男生	宠物饲养	歌曲	城市	写作	暴雪娱乐 (Blizzard)	社会学	道德	研究生	性格	自然科学	男性	上海	韩国流行音乐（K-Pop）	人工智能	广告	学生	银行	股票市场	信息技术（IT）	留学美国	Android 手机	求职	微博	摇滚乐	化妆	搞笑	跑步	动物	异地恋	心理健康	百度	大学专业	软件	绘画	台湾	相亲	饮食	价值观	金庸	智能手机	医疗	罗永浩	单身	家庭关系	网络小说	相声	编程语言	影视	警察	建筑设计	睡眠	会计	学习方法	经历	青春	育儿	孤独	武侠	魅族科技	新闻	教师	Steam	房价	绝地求生：大逃杀（PUBG）	买房	诗词	化妆品	情商	生理学	IT 行业	钢琴	应用程序（软件）	华为	人力资源（HR）	耳机	大学生就业	计算机网络	Python	清华大学	iOS	武术	C++	Microsoft Windows	游戏开发	职业	衣服	谷歌 (Google)	翻译	阿里巴巴集团	女性心理	JavaScript	飞机	科研	游戏设计	日常心理分析	周杰伦（人物）	吉他	恋爱技巧	锤子科技	美女	女性主义	中国历史	单反相机	Android 开发	情绪	天文学	汉语	养生	高中学习	日本动画	海贼王（ONE PIECE）	高中生	食物	医院	NBA 球员	律师	诗歌	购物	互联网产品	中国经济	爱	土木工程	演技	基础护肤	新浪微博	学校	招聘	辩论	面试	女同性恋	网络安全	歌手	媒体	一个人的生活	Linux	犯罪	出国	社会心理	古典音乐	C（编程语言）	美术	日本文化	礼物	Adobe Photoshop	摄影技巧	赚钱	生物	追求女孩	表白	机器学习	偶像	支付宝	三国	考试	微信公众帐号	法律咨询	韩国	用户体验	失恋	颜值	日语	华语流行音乐	人文abc	模拟联合国	摄影器材	期货	用户界面设计	军事装备	PlayStation 4	歌词	知乎用户	销售	留学日本	iOS 应用	留学英国	锤子手机	吃货	创业公司	人生意义	室内设计	知乎社区	逻辑	漫威（Marvel）	城市生活	日剧	博士	爱情困惑	音乐人	日本漫画	互联网创业	英格兰足球超级联赛（Premier League）	腾讯 QQ	音乐推荐	地理	食品安全	小说创作	Mac	北京大学	韩国流行音乐团体（GROUP）	医学生	金庸小说	电脑硬件	心理调节	高考志愿	Windows 10	游戏策划	外貌	唱歌	英雄联盟职业联赛（LPL）	购机咨询	算法	用户体验设计	索尼 (Sony)	权力的游戏（美剧）	航空	品牌	风险投资（VC）	产品	网易云音乐	操作系统	家居	驾驶	高三	孩子	行为心理学	财务	985 工程大学	应届毕业生
计算 系 的 女生 本科毕业 后能 找到 什么样 的 技术性 工作 ？ ，	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ToryBurch 、 MichaelKors 以及 COACH 的 品牌 位置 排序 是 怎样 的 ？ 在 美國 消费者 心中 的 實際 情況 如何 ？ ， 請問 ToryBurch 和 MichaelKors 以及 COACH 三個 品牌 是不是 應該 這 麽 排序 , ToryBurch & gt ; MichaelKors & gt ; COACH . 誰 能 詳細介紹 一下 它們 在 國際 消費者 心中 的 地址 和 實際 情況 麽 .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
大学老师 一定 要 搞 科研 吗 ？ ， 我 是 一名 大学 英语老师 ， 入职 两年 多 ， 俗称 青椒 。 教 的 是非 英语 专业本科 大 一大 二 的 学生 。 我 的 同事 每天 都 在 忙 着 做 课题 ， 写 论文 ， 为了 评职称 。 精力 用 在 教学 上 的 却 并 不是 很多 。 举个 例子 。 我们 都 是 集体 备课 ， 说 是 集体 备考 其实 并 不是 大家 理解 的 坐在 一起 讨论 怎么 备课 ， 而是 每个 人备 一个 单元 然后 分享 给 大家 ， 其他人 就 直接 用 。 这样 做 主要 是 可以 减少 工作量 。 然后 有 一个 问题 ， 就是 每个 人 都 是 在 以前 的 PPT 上 做 修改 ， 改动 真的 微乎其微 ， 可以 看出 很多 人 根本 就 没有 认真 去 备课 。 说 远 了 … 我 认为 与其 把 精力 放在 写 一些 不痛不痒 的 文章 上 ， 不如 多一点 时间 研究 怎么 上 好 一节课 。 所以 我 的 疑问 是 ， 如果 做 为 一个 大学 英语老师 ， 我 完全 不 做 任何 科研 ， 不 评职称 ， 但是 利用 所有 的 资源 和 认认真真 上 好 每节课 ， 这样 直到 退休 ， 可能 吗 ？ 前景 是 怎样 的 ？ 我 的 职业生涯 算是 失败 的 吗 ？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
如何 通俗易懂 地 解释 “ 闷骚 ” 这个 词 ？ ，	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
今年 虚岁 25 ， 计算机专业 ， 在 一个 二本 学校 念大一 ， 当 过 两年 兵 ， 毕业 都 28 了 ， 我 该不该 读完 四年 书 ？ ， 题主 虚岁 25 ， 现在 上大一 ， 计算机专业 。 小学 留级 两年 （ 我 那 时候 小 ， 啥 也 不懂事 ， 都 是 父母 安排 的 ) ， 高考 复读 两年 ， 上 了 个 二本 ， 关于 这 一点 ， 我 常常 拿 马云来 安慰 自己 ， 你 看 别人 ， 考了 3 年 也 还是 个 专科 分数 吗 ， 现在 都 成 中国 首富 了 。 中考 成绩 还是 勉强 达到 了 县一中 的 分数线 的 ， 可是 高中 三年 ， 顺利 的 成 了 一个 学渣 ， 第一次 高考 ， 400 分 ， 专科 。 复读 一年 ， 还是 专科 。 再 来 一年 ， 勉强 上 了 个 二本 。 大一 又 去 当兵 两年 ， 去年 12 月 退伍 。 其实 当初 父母 ， 朋友 都 反对 我 去 当兵 ， 可是 我 脑壳 进水 ， 非要 去 ， 去 了 吧 ， 才 觉 部队 就是 个 浪费时间 的 地方 ， 可是 火坑 都 跳进来 了 ， 非要 烧满 两年 。 别人 和 我 一般 年龄 ， 研究生 都 毕业 了 。 我 现在 很 迷茫 ， 到底 要 不要 把 大学 读完 ， 和 一群 平均年龄 比 我 小 六岁 的 在 一起 念书 ， 这 感觉 很 奇怪 。 有 朋友 说 ， 等 我 大学毕业 了 ， 都 28 了 ， 二本 渣校 ， 估计 工作 都 找 不到 。 都 说 30 而立 ， 我离 30 岁 也 就 5 个 年头 ， 可是 却 看不到 希望 。 过年 回家 ， 亲戚 问 我 ， 准备 干嘛 ， 我 说 回去 念书 ， 他们 都 一年 惊诧 ， 说 你 都 这么 大 了 ， 还 去 念书 ？ 后来 别人 问 我 ， 我 都 不敢 回答 了 。 题主是 个 较 内向 ， 很 不 自信 的 人 ， 虽然 当兵 两年 ， 有所 改变 ， 表面 喜欢 装 的 什么 都 不在乎 ， 可是 内心 十分 惶恐 。 我 也 知道 ， 年龄 其实 很 没什么 ， 35 也 一样 可以 念书 ， 但是 别人 的 评价 ， 总是 如 山 一般 压 的 我 喘 不过 气 。 我 很 在意 别人 对 自己 的 看法 ， 害怕 表现 自己 ， 害怕 失败 ， 害怕 被 嘲笑 。 25 岁 ， 大一 ， 计算机专业 ， 执行力 差 ， 内向 ， 敏感 ， 不 自信 ， 对 感情 淡漠 ， 迷茫 。 这么 多 缺点 加 起来 ， 难道 我 这 一辈子 会 注定 失败 吗 ？ 我 有 如下 几个 想法 ： 1 ： 认真 读完 大学 四年 ， 但是 毕业 都 28 了 ， 亲戚朋友 都 觉得 怪怪的 ， 学校 也 是 二本 ， 找 工作 估计 困难 。 2 ： 辍学 ， 去 报个 培训班 ， ios 或者 android 开发 ， 或者 其他 ， 但是 只有 高中 学历 ， 往 上 发展 是否 会 很 困难 ？ : 希望 给 我 一点 职业 发展 的 建议 ~ 谢谢 ， ， ， ，	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
为什么 LGD 崩盘 了 啊 , 某 吧 呼声 一边倒 ? ， 可能 回家 了 .. 毕竟 中国队 啊	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
想 给 男票 买 一个 电动 剃须刀 ， 请 推荐 ？ ， 男朋友 过生日 想 送 一个 剃须刀 ， 100 — 300 间 ， 舒适 实用 至上 ， 最好 能 附带 购买 方式 （ eg ： 网购 ？ 苏宁 ？ 国美 ？ ） ， 广告 绕行 。 。 男朋友 22 岁 ， 之前 没 认真 刮过 （ 替 他 捂 脸 ） ， 须发 不是 特别 硬 。 。 。 thanks ！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
为什么 女朋友 老是 喜欢 给 男朋友 买 衣服 ？ 难道 女人 的 审美观 真的 比 男 的 好 吗 ？ ， 每次 因为 这个 问题 和 女朋友 理论 ， 她 喜欢 的 不是 我 喜欢 的 Style 。 但是 每次 都 不 听 我 意见 私下里 给 我 买 ， 浪费 很多 钱 。 所谓 己所不欲 勿施于人 ， 我 想 大多数 女人 也 不 喜欢 男士 为 她 挑 裙子 （ 我 尝试 过 ， 被 鄙视 一万次 … … ） 。 怎么 破 ？	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
你 去 医院 看病 印象 最深 的 一件 事 或 一个 人 是 什么 ？ ， 刚刚 提了 医生 或 医学生 角度 从医 以来 印象 最深 的 一件 事 或 一个 人 是 什么 ， 对应 的 角度 想 知道 患者 或 家属 在 医院 或 看诊 过程 中 发生 的 事 或 遇到 的 人 哪 一个 给 你 留下 的 印象 最 深刻 。 可以 是 医生 ， 其他 的 患者 ， 其他 的 家属 ， 总之 是 让 你 印象 最 深刻 ， 久久 难以 忘记 的 那 一个 。	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017 年 南昌 房价 走势 如何 ？ ， 2017 年 1 月份 ， 入手 南昌 九龙湖 新 力 龙湾 116 平 户型图 最 满意 ， 小 区内 有 规划 教育 用地 ， 有点 问题 是 房子 带 装修 ， 地板 是 木头 的 ， 听说 虽然 美观 但是 很 容易 坏 不易 打扫 ， 请 大神 谈谈 这个 片区 房价 走势 ， 户型 如何 ， 有 哪些 弊病 ， 自己 装修 的 时候 自己 需要 注意 什么 ？ 祝 新春快乐 ， 新年 行大运 ！ ！ ！	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
